,WeekAct:2015-07-05,WeekAct:2015-07-12,WeekAct:2015-07-19,WeekAct:2015-07-26,WeekPred:2015-07-05,WeekPred:2015-07-12,WeekPred:2015-07-19,WeekPred:2015-07-26,Stores,Type,WeekPred:2015-07-05,WeekPred:2015-07-12,WeekPred:2015-07-19,WeekPred:2015-07-26,Stores,Type,WeekPred:2015-07-05,WeekPred:2015-07-12,WeekPred:2015-07-19,WeekPred:2015-07-26,Stores,Type
X1003,29649,40927,31281,46344,33470.92465,46779.05649,36813.08267,44017.68845,1003,tdfp_arima,35541.05133,46827.04902,39150.67115,44371.90004,1003,tdfp_arima,35532.52581,46826.53306,39142.35397,44370.11213,1003,tdfp_arima
X1005,34256,39400,31373,35256,31145.26419,38249.24908,32389.65912,36673.56091,1005,tdfp_arima,33071.55224,38288.49053,34446.36528,36968.67409,1005,tdfp_arima,33068.83725,38288.32623,34443.71663,36968.10473,1005,tdfp_arima
X1006,37007,43925,34587,45041,33485.39537,41025.39722,36520.05547,38929.94656,1006,tdfp_arima,34489.45539,42925.20467,36752.20861,41150.9156,1006,tdfp_arima,34485.42525,42911.76658,36756.12107,41135.48384,1006,tdfp_arima
X1007,37275,52012,34127,47748,35500.96453,45173.6711,39062.4057,42503.52245,1007,tdfp_arima,36565.46142,47265.57715,39310.72022,44928.36541,1007,tdfp_arima,36559.64896,47246.19615,39316.36295,44906.10905,1007,tdfp_arima
X1008,28900,40983,28246,35150,25710.66783,35893.35681,27766.76012,33860.16607,1008,tdfp_arima,27300.83421,35930.18125,29529.91751,34132.63979,1008,tdfp_arima,27297.18574,35929.96045,29526.35819,34131.87466,1008,tdfp_arima
X1010,48891,62381,47965,65249,47435.46661,58364.27777,49638.96343,56094.94409,1010,tdfp_arima,49345.93269,57931.09909,52119.38808,55899.78783,1010,tdfp_arima,49335.143,57933.77914,52107.08444,55900.8938,1010,tdfp_arima
X1011,34782,47373,35342,45855,37262.73278,43890.11627,38992.53311,42787.05622,1011,tdfp_arima,39567.37712,43935.14492,41468.51419,43131.36488,1011,tdfp_arima,39559.80954,43934.68693,41461.13153,43129.77786,1011,tdfp_arima
X1013,17584,22855,16057,23883,19717.03939,24911.10722,20538.91868,24042.06608,1013,tdfp_arima,20936.50882,24936.66453,21843.11643,24235.53326,1013,tdfp_arima,20934.74461,24936.55777,21841.39533,24235.16329,1013,tdfp_arima
X1014,48480,69716,46860,68881,54589.97523,68516.79674,59444.81931,66384.06729,1014,tdfp_arima,57966.28362,68587.09089,63219.49708,66918.26177,1014,tdfp_arima,57944.84387,68585.79338,63198.58123,66913.76558,1014,tdfp_arima
X1015,32273,42497,32928,40252,30481.53896,39063.96435,32272.28582,37382.60721,1015,tdfp_arima,31709.18464,38774.03226,33884.90962,37252.55182,1015,tdfp_arima,31705.1154,38775.04303,33880.2694,37252.96893,1015,tdfp_arima
X1016,28512,39334,24203,35091,26688.42352,35365.19908,29916.39427,33033.36861,1016,tdfp_arima,27488.67625,37002.89361,30106.56881,34917.93551,1016,tdfp_arima,27483.48402,36985.58067,30111.60942,34898.05404,1016,tdfp_arima
X1017,35714,39533,33226,36631,37727.23693,40838.37446,40451.35458,39286.51083,1017,tdfp_arima,38858.48862,42729.52124,40708.49846,41527.822,1017,tdfp_arima,38851.68163,42706.82405,40715.10669,41501.75746,1017,tdfp_arima
X1018,59458,78173,55502,64540,62542.39802,67468.42239,67892.17568,64636.23418,1018,tdfp_arima,64417.73264,70592.75561,68323.75721,68323.75721,1018,tdfp_arima,64401.54251,70538.77133,68339.47459,68261.76384,1018,tdfp_arima
X1020,46340,57415,46783,46873,42947.92141,54988.38908,45221.82247,52676.48365,1020,tdfp_arima,45604.18617,55044.80389,48093.35627,53100.37281,1020,tdfp_arima,45599.11788,55044.49716,48088.41182,53099.30993,1020,tdfp_arima
X1021,54470,63372,52671,49109,46606.90995,54248.745,45129.65394,52129.46068,1021,tdfp_arima,49489.47769,54304.40098,47995.33514,52548.94793,1021,tdfp_arima,49481.99331,54303.94804,47988.03365,52547.37836,1021,tdfp_arima
X1022,36099,48743,32334,42120,35852.69185,47573.45406,39047.65378,45053.82823,1022,tdfp_arima,38070.12727,47622.26159,41527.13495,45416.37766,1022,tdfp_arima,38063.10513,47621.83662,41520.2844,45414.90503,1022,tdfp_arima
X1023,30264,40091,28375,34240,31603.19458,34593.34114,35471.53154,33770.40427,1023,tdfp_arima,32550.81678,36195.29241,35697.01935,35697.01935,1023,tdfp_arima,32544.56678,36174.45246,35703.08685,35673.08759,1023,tdfp_arima
X1024,32258,39770,30239,37435,30378.84936,37490.55217,33198.44244,35406.45418,1024,tdfp_arima,31289.75956,39226.66772,33409.48052,37426.40657,1024,tdfp_arima,31286.2855,39215.08384,33412.85314,37413.10411,1024,tdfp_arima
X1025,41265,49914,42178,41756,35114.79727,46528.08353,37644.67222,44284.20184,1025,tdfp_arima,37286.59501,46575.81857,40035.06568,44640.55807,1025,tdfp_arima,37283.14778,46575.60995,40031.70269,44639.83514,1025,tdfp_arima
X1026,45217,63015,41860,55774,46118.61853,58180.68312,50584.50752,54849.3968,1026,tdfp_arima,47501.48591,60874.91895,50906.06651,57978.57684,1026,tdfp_arima,47490.66088,60838.82405,50916.57545,57937.12691,1026,tdfp_arima
X1028,23486,34901,22454,33218,23435.49149,32515.49237,25874.56162,30574.52371,1028,tdfp_arima,24884.94162,32548.85133,27517.56657,30820.55777,1028,tdfp_arima,24881.08034,32548.61765,27513.79964,30819.74801,1028,tdfp_arima
X1029,30052,33094,27247,29611,26585.80966,34704.06366,27365.02917,32844.89211,1029,tdfp_arima,28230.10226,34739.66796,29102.6771,33109.19589,1029,tdfp_arima,28226.99572,34739.47995,29099.64647,33108.54441,1029,tdfp_arima
X1030,18843,24231,17049,24320,16228.10954,23842.15193,17700.69237,22271.10611,1030,tdfp_arima,17231.79387,23866.61256,18824.66601,22450.32233,1030,tdfp_arima,17229.58931,23866.47914,18822.51531,22449.86,1030,tdfp_arima
X1031,23536,32947,23442,30350,22632.1669,31372.08644,24575.87703,29654.76203,1031,tdfp_arima,23543.67869,31139.24334,25803.9166,29551.59208,1031,tdfp_arima,23541.13933,31139.87409,25801.02092,29551.85237,1031,tdfp_arima
X1032,48217,58681,45536,58042,44856.66134,59642.85365,47418.31943,56225.64131,1032,tdfp_arima,46663.26589,59200.1854,49787.78005,56030.03036,1032,tdfp_arima,46652.27167,59202.91625,49775.24317,56031.15729,1032,tdfp_arima
X1033,75945,97199,68125,82599,64228.3416,89607.40326,69657.67641,84745.5631,1033,tdfp_arima,68200.76856,89699.33511,74080.85888,85427.51305,1033,tdfp_arima,68184.39363,89698.34412,74064.88408,85424.07902,1033,tdfp_arima
X1034,34497,42132,28617,40883,31110.76868,41116.84073,33220.81853,39076.84918,1034,tdfp_arima,33034.92323,41159.02416,35330.30236,39391.3017,1034,tdfp_arima,33027.53257,41158.57688,35323.09229,39389.75178,1034,tdfp_arima
X1035,25160,32771,21604,31643,22748.7256,31185.36583,24602.27728,29477.4106,1035,tdfp_arima,24155.70029,31217.36016,26164.49364,29714.61616,1035,tdfp_arima,24152.21341,31217.14914,26161.09197,29713.88492,1035,tdfp_arima
X1036,28297,33495,24270,28654,26396.93403,32907.10474,28014.56759,32011.57401,1036,tdfp_arima,27460.07203,32662.86876,29414.43615,31900.20464,1036,tdfp_arima,27458.12183,32663.35317,29412.21231,31900.40454,1036,tdfp_arima
X1037,33049,40803,31735,37919,35611.1034,40205.42325,37709.3984,39783.76085,1037,tdfp_arima,37813.59693,40246.67162,40103.9019,40103.9019,1037,tdfp_arima,37806.42452,40246.23756,40096.90475,40102.39775,1037,tdfp_arima
X1039,44470,52628,38915,45921,43282.81874,51035.30452,44954.06655,49265.65942,1039,tdfp_arima,45959.79641,51087.6637,47808.59815,49662.10158,1039,tdfp_arima,45945.75804,51086.81412,47794.90283,49659.15755,1039,tdfp_arima
X1040,43430,57606,39153,50774,41503.71287,56092.28026,45966.33498,52829.16888,1040,tdfp_arima,44070.65549,56149.8276,48885.14447,53254.2867,1040,tdfp_arima,44062.28822,56149.32122,48876.98166,53252.53198,1040,tdfp_arima
X1042,22180,23899,18752,25292,19267.40085,25680.26111,21660.30953,24200.40263,1042,tdfp_arima,20459.0608,25706.60753,23035.71431,24395.14396,1042,tdfp_arima,20457.35444,25706.50427,23034.04965,24394.78611,1042,tdfp_arima
X1043,47163,52948,38887,49395,43852.55524,50887.81063,47914.76714,49359.16736,1043,tdfp_arima,45167.47468,53244.32752,48219.35494,52175.12762,1043,tdfp_arima,45157.06939,53209.63219,48229.4564,52135.28489,1043,tdfp_arima
X1044,29049,36819,29330,39407,32719.17535,39496.65317,35722.11726,37822.80656,1044,tdfp_arima,33700.26025,41325.66741,35949.19801,39980.61281,1044,tdfp_arima,33695.9017,41311.13431,35953.42929,39963.92357,1044,tdfp_arima
X1045,58476,68617,63558,67231,49188.66267,57847.74511,49803.95347,53576.37736,1045,tdfp_arima,52230.90796,57907.09345,52966.44732,54007.50799,1045,tdfp_arima,52222.77783,57906.60143,52958.51586,54005.803,1045,tdfp_arima
X1046,47480,64125,44022,57921,43786.62357,59174.32493,46420.51049,56364.78438,1046,tdfp_arima,45550.13228,58735.13409,48740.11128,56168.68935,1046,tdfp_arima,45540.22335,58737.59537,48728.81198,56169.70503,1046,tdfp_arima
X1047,23928,32743,22559,31299,20817.58461,31901.90675,24253.70525,29393.66305,1047,tdfp_arima,22105.12111,31934.63621,25793.78768,29630.19469,1047,tdfp_arima,22102.4881,31934.47686,25791.219,29629.64252,1047,tdfp_arima
X1048,36683,50640,36901,48804,35636.87916,48922.44238,38248.64147,46136.1965,1048,tdfp_arima,37072.15646,48559.34084,40159.89962,45975.68708,1048,tdfp_arima,37065.46231,48561.0036,40152.26618,45976.37324,1048,tdfp_arima
X1050,38364,46108,37196,44691,37507.28945,44040.43133,40831.64374,43021.64653,1050,tdfp_arima,39017.89763,43713.56399,42871.97273,42871.97273,1050,tdfp_arima,39010.77615,43715.3329,42863.852,42872.70269,1050,tdfp_arima
X1051,39119,52548,42278,53476,40269.4584,46482.64901,43292.35979,43404.00499,1051,tdfp_arima,41476.93864,48635.17131,43567.56357,45880.22085,1051,tdfp_arima,41467.19791,48602.69191,43577.01987,45842.9228,1051,tdfp_arima
X1052,35811,45944,34269,44948,36480.96564,44413.1762,38136.59893,42785.89257,1052,tdfp_arima,38737.25885,44458.74147,40558.22917,43130.19186,1052,tdfp_arima,38731.75069,44458.40813,40552.8556,43129.03673,1052,tdfp_arima
X1053,42226,53409,39584,51238,39928.36746,58116.4103,45511.15425,54022.18995,1053,tdfp_arima,42397.87733,58176.03427,48401.06029,54456.90805,1053,tdfp_arima,42388.35121,58175.45776,48391.76695,54454.9103,1053,tdfp_arima
X1054,32336,44813,30906,39001,29139.55088,40484.85794,31569.02146,37793.8247,1054,tdfp_arima,30941.78856,40526.39299,33573.61808,38097.95269,1054,tdfp_arima,30936.86547,40526.09505,33568.81528,38096.92025,1054,tdfp_arima
X1055,39272,52766,35326,45112,38831.35612,48854.53485,42486.67001,45971.36192,1055,tdfp_arima,39995.71484,51116.89465,42756.75212,48594.04652,1055,tdfp_arima,39989.18489,51095.12122,42763.09139,48569.04279,1055,tdfp_arima
X1057,35935,41108,28798,34213,33221.05978,39715.36654,35694.99861,37609.49773,1057,tdfp_arima,34559.03982,39420.59976,37478.65299,37478.65299,1057,tdfp_arima,34554.81866,39421.64825,37473.83954,37479.08567,1057,tdfp_arima
X1058,36760,45476,33613,43552,37358.11408,45491.8138,39800.23929,43732.0987,1058,tdfp_arima,39668.65762,45538.48569,42327.50878,44084.01214,1058,tdfp_arima,39661.08029,45538.02712,42320.11662,44082.42308,1058,tdfp_arima
X1059,47346,60200,42580,52880,44034.90897,53661.10177,47826.37649,50696.86293,1059,tdfp_arima,45355.29629,56146.04446,48130.4024,53589.13926,1059,tdfp_arima,45348.81698,56124.43989,48136.69252,53564.32944,1059,tdfp_arima
X1060,38377,47102,33974,45196,36130.20266,46121.52304,39501.14522,43873.27142,1060,tdfp_arima,38364.8017,46168.84098,42009.42258,44226.32088,1060,tdfp_arima,38359.52647,46168.52173,42004.27625,44225.2146,1060,tdfp_arima
X1061,43904,56839,44260,50432,41246.60703,51851.42164,43297.1127,49614.79295,1061,tdfp_arima,42907.81644,51466.58127,45460.63946,49442.18137,1061,tdfp_arima,42902.96647,51467.78595,45455.10897,49442.6785,1061,tdfp_arima
X1062,31140,43557,30773,40611,30238.49585,41313.19309,32572.27094,39172.23756,1062,tdfp_arima,31456.35297,41006.56726,34199.88478,39035.95599,1062,tdfp_arima,31450.87505,41007.92792,34193.63824,39036.51749,1062,tdfp_arima
X1063,22949,31504,20922,25893,21781.95137,29517.13379,23421.14482,27983.69997,1063,tdfp_arima,23129.13251,29547.41661,24908.36062,28208.8856,1063,tdfp_arima,23126.98189,29547.28646,24906.26255,28208.43459,1063,tdfp_arima
X1064,52831,62584,47884,55227,48773.80745,60018.12695,52434.74307,57547.80394,1064,tdfp_arima,51790.39456,60079.70198,55764.28905,58010.89275,1064,tdfp_arima,51783.05343,60079.2577,55757.1273,58009.35322,1064,tdfp_arima
X1066,51544,58021,47280,50915,60443.01158,64166.41532,60599.21071,63870.12049,1066,tdfp_arima,64181.32153,64232.24624,64447.19101,64384.08516,1066,tdfp_arima,64174.90776,64231.85809,64440.93396,64382.74011,1066,tdfp_arima
X1068,23875,30476,23269,29602,23892.29705,29164.83714,24638.80203,28069.58834,1068,tdfp_arima,24854.56065,28948.37621,25869.98591,27971.93327,1068,tdfp_arima,24852.50365,28948.88715,25867.64028,27972.14412,1068,tdfp_arima
X1069,33213,42082,29783,41784,31455.62088,39389.83647,33256.19918,37490.85781,1069,tdfp_arima,33401.10403,39430.24809,35367.92964,37792.5478,1069,tdfp_arima,33395.07176,39429.88303,35362.04477,37791.28276,1069,tdfp_arima
X1070,37871,47930,36977,47679,35932.3798,43386.26504,39326.0552,41246.68349,1070,tdfp_arima,37009.81268,45395.39974,39576.0457,43599.82329,1070,tdfp_arima,37004.16946,45376.58303,39581.52414,43578.21493,1070,tdfp_arima
X1071,33450,42763,30097,33844,30621.71458,36745.22929,32998.2322,34813.43734,1071,tdfp_arima,32515.62187,36782.92771,35093.58206,35093.58206,1071,tdfp_arima,32512.01772,36782.70959,35090.06598,35092.82622,1071,tdfp_arima
X1072,37022,47430,34978,43505,35219.24159,44283.08655,37685.6012,42343.79763,1072,tdfp_arima,37397.49906,44328.51836,40078.5936,42684.53937,1072,tdfp_arima,37393.65905,44328.28597,40074.84743,42683.73408,1072,tdfp_arima
X1073,51183,63275,45542,38709,49231.80456,63283.68102,53608.41318,60154.39963,1073,tdfp_arima,52276.71811,63348.60631,57012.48586,60638.46379,1073,tdfp_arima,52271.61928,63348.29773,57007.51163,60637.39451,1073,tdfp_arima
X1074,25146,34225,26154,34220,27311.92698,30918.62666,29304.43766,29821.82175,1074,tdfp_arima,28130.87546,32350.40895,29490.72207,31523.16862,1074,tdfp_arima,28127.6854,32339.77203,29493.81898,31510.95361,1074,tdfp_arima
X1075,68854,74640,64588,57918,60682.67276,68715.60084,62067.57257,66803.85621,1075,tdfp_arima,64435.8054,68786.09896,66008.79216,67341.42874,1075,tdfp_arima,64430.92569,68785.80364,66004.03169,67340.4054,1075,tdfp_arima
X1076,21282,24752,19145,20843,19615.69431,25914.13288,20877.34636,25819.96887,1076,tdfp_arima,20828.89569,25940.71924,22203.03388,26027.74289,1076,tdfp_arima,20827.73144,25940.64878,22201.89808,26027.49873,1076,tdfp_arima
X1077,22295,28906,20747,26968,22697.05022,27921.62662,23660.06758,26704.4216,1077,tdfp_arima,24100.82886,27950.27254,25162.4547,26919.31284,1077,tdfp_arima,24098.77645,27950.14833,25160.45245,26918.88243,1077,tdfp_arima
X1078,36617,54727,36052,53168,35564.41154,48988.98054,39301.18658,46336.87416,1078,tdfp_arima,36996.77021,48625.38515,41265.03968,46175.66657,1078,tdfp_arima,36990.23119,48627.00938,41257.58314,46176.33683,1078,tdfp_arima
X1079,41572,61303,43052,52791,40499.38393,55770.09217,43577.832,52868.47459,1079,tdfp_arima,43004.21032,55827.30896,46344.9743,53293.9087,1079,tdfp_arima,42993.32416,55826.65014,46334.35416,53291.62574,1079,tdfp_arima
X1081,41669,51524,37493,44549,43399.28775,48561.15754,45394.91332,47373.8839,1081,tdfp_arima,45615.84158,48421.45081,47292.95413,47746.86794,1081,tdfp_arima,45425.73507,48443.88312,47206.33637,47709.02106,1081,tdfp_arima
X1082,35616,42517,32385,41664,37551.8656,40251.28997,40622.86883,38674.69611,1082,tdfp_arima,38677.85878,42115.25,40881.103,40881.103,1082,tdfp_arima,38670.31351,42090.09111,40888.42795,40852.21155,1082,tdfp_arima
X1083,31008,38444,31745,33865,29389.84862,35253.84456,30635.75758,33983.05629,1083,tdfp_arima,30573.52642,34992.19112,32166.60519,33864.82806,1083,tdfp_arima,30571.07136,34992.80093,32163.80565,33865.07971,1083,tdfp_arima
X1084,33252,40751,33694,37091,31362.10215,38611.32176,32750.0005,37259.67542,1084,tdfp_arima,33301.8013,38650.93468,34829.58793,37559.50508,1084,tdfp_arima,33299.1882,38650.77654,34827.03868,37558.95708,1084,tdfp_arima
X1085,37313,49209,35676,42527,38231.18986,45384.38957,41324.86467,43505.33037,1085,tdfp_arima,39377.55259,47486.05359,41587.56134,45987.32689,1085,tdfp_arima,39372.8055,47470.22493,41592.16981,45969.14989,1085,tdfp_arima
X1086,27244,42076,27460,42102,23819.83341,37604.83184,27319.05041,34240.17483,1086,tdfp_arima,25293.05452,37643.41216,29053.77874,34515.70649,1086,tdfp_arima,25282.4928,37642.77298,29043.47511,34513.49157,1086,tdfp_arima
X1087,34518,44278,34659,39232,32433.48612,42608.64867,34221.58068,40804.23174,1087,tdfp_arima,33739.74659,42292.408,35931.60939,40662.2724,1087,tdfp_arima,33736.70765,42293.16285,35928.14403,40662.5839,1087,tdfp_arima
X1088,23500,30613,23163,30615,26293.34991,33353.41686,28184.87031,31848.64756,1088,tdfp_arima,27919.55431,33387.63548,29974.57721,32104.93453,1088,tdfp_arima,27916.33904,33387.44089,29971.4405,32104.26025,1088,tdfp_arima
X1089,55921,67785,50349,59089,50229.45105,66919.24137,53526.7023,63796.0658,1089,tdfp_arima,52252.445,66422.56789,56201.39457,63574.11708,1089,tdfp_arima,52244.05076,66424.65294,56191.82249,63574.97751,1089,tdfp_arima
X1090,34305,43398,32329,40950,31438.02579,42066.11012,33795.68943,39671.76443,1090,tdfp_arima,33382.42071,42109.26745,35941.6769,39991.00424,1090,tdfp_arima,33375.72773,42108.86239,35935.14747,39989.60064,1090,tdfp_arima
X1091,46858,63582,42925,51173,39198.83585,55924.0317,42532.96081,52133.52837,1091,tdfp_arima,41623.22527,55981.40642,45233.75498,52553.04835,1091,tdfp_arima,41613.90291,55980.84224,45224.66042,52551.09333,1091,tdfp_arima
X1093,49783,55286,42028,51199,44645.83216,47916.56156,47947.14163,45647.71484,1093,tdfp_arima,45984.53802,50135.4856,48251.93524,48251.93524,1093,tdfp_arima,45976.88676,50109.9733,48259.36308,48222.63794,1093,tdfp_arima
X1095,25803,29725,23357,26786,24339.65997,29391.56041,26161.00734,27600.10245,1095,tdfp_arima,25845.03157,29421.7144,27822.20126,27822.20126,1095,tdfp_arima,25841.54059,29421.50313,27818.79558,27821.46916,1095,tdfp_arima
X1096,30555,36657,28552,36025,28709.91347,38816.45423,31372.67529,37589.00054,1096,tdfp_arima,30485.57871,38856.2776,33364.80415,37891.48029,1096,tdfp_arima,30482.11009,38856.06768,33361.42028,37890.75288,1096,tdfp_arima
X1097,72908,77682,71420,66226,71320.05859,78662.59049,72837.92362,75924.19705,1097,tdfp_arima,74962.62411,78436.28425,75883.40474,76521.9634,1097,tdfp_arima,74852.85189,78449.23722,75833.38949,76500.10968,1097,tdfp_arima
X1098,28696,33114,25542,30557,25480.9779,33251.59032,26888.65286,31649.80135,1098,tdfp_arima,27056.93831,33285.70447,28596.05144,31904.4882,1098,tdfp_arima,27054.01736,33285.5277,28593.20186,31903.87564,1098,tdfp_arima
X1099,54333,60476,59643,59130,44741.86913,58503.75304,46323.64052,54918.57292,1099,tdfp_arima,47509.08688,58563.77441,49265.1385,55360.50424,1099,tdfp_arima,47503.65981,58563.44597,49259.84405,55359.36611,1099,tdfp_arima
X1100,24462,34983,21630,32264,25831.91574,32695.96708,28345.1428,31154.63546,1100,tdfp_arima,27429.58112,32729.5112,30145.02682,31405.33769,1100,tdfp_arima,27420.86629,32728.98378,30136.52494,31403.51008,1100,tdfp_arima
X1101,53599,73064,48922,62404,49686.67293,66069.27691,53011.35455,62792.22444,1101,tdfp_arima,51687.80646,65578.91185,55660.29526,62573.76811,1101,tdfp_arima,51677.61204,65581.44404,55648.67041,62574.81306,1101,tdfp_arima
X1103,29001,39430,29545,39534,28348.51558,36653.44637,29941.69566,35106.37514,1103,tdfp_arima,29490.25363,36381.40511,31437.86147,34984.23885,1103,tdfp_arima,29486.7428,36382.27717,31433.85802,34984.59872,1103,tdfp_arima
X1105,25663,33875,24139,32970,26816.45066,31262.15526,29580.66712,29770.01707,1105,tdfp_arima,27620.54228,32709.8457,29768.70749,31468.40846,1105,tdfp_arima,27617.20286,32698.71074,29771.94941,31455.62153,1105,tdfp_arima
X1106,26661,35358,26137,30076,24982.57071,31905.3449,26234.73855,30123.28992,1106,tdfp_arima,26527.70538,31938.07788,27900.61433,30365.69289,1106,tdfp_arima,26524.89193,31937.90762,27897.86963,30365.10287,1106,tdfp_arima
X1108,30886,40719,25466,39019,26395.32549,38282.93561,29757.59079,35688.19459,1108,tdfp_arima,28027.83693,38322.21163,31647.16363,35975.37851,1108,tdfp_arima,28021.94505,38321.85506,31641.41573,35974.14291,1108,tdfp_arima
